"organismID","time","longitude","latitude"
6126417,2016-09-06 00:39:54,3.59483769079992,39.8718515283074
6126417,2016-09-06 00:44:54,3.63051551954896,39.8818643778691
6126417,2016-09-06 00:49:54,3.66654861751333,39.8891206616984
6126417,2016-09-06 00:54:54,3.70188197620036,39.8978744537484
6126417,2016-09-06 00:59:54,3.73329241365437,39.9103532738615
6126417,2016-09-06 01:04:54,3.76239637673003,39.9248982864684
6126417,2016-09-06 01:09:54,3.78802494182423,39.940691531908
6126417,2016-09-06 01:14:54,3.80024086544961,39.9592375292169
6126417,2016-09-06 01:19:54,3.80542691683767,39.9817940715755
6126417,2016-09-06 01:24:54,3.79390402837239,39.9978842049275
6126417,2016-09-06 01:29:54,3.79127974699899,40.0003923838656
6126417,2016-09-06 01:34:54,3.79116789669933,40.0003626347329
6126417,2016-09-06 01:39:54,3.79122467062111,40.0003835951345
6126417,2016-09-06 01:44:54,3.79136813834461,40.0004992820011
6126417,2016-09-06 01:49:54,3.79153483591537,40.0005619633101
6126417,2016-09-06 01:54:54,3.79169481636518,40.0004607207598
6126417,2016-09-06 01:59:54,3.7916864276649,40.0002301730302
6126417,2016-09-06 02:04:54,3.79132630697419,40.0000562155612
6126417,2016-09-06 02:09:54,3.79087507930956,39.9999547859997
6126417,2016-09-06 02:14:54,3.79066010406939,39.999789214048
6126417,2016-09-06 02:19:54,3.79024897642453,39.9996683676288
6126417,2016-09-06 02:24:54,3.78977784228929,39.9995950379649
6126417,2016-09-06 02:29:54,3.78955034404719,39.9995304872126
6126417,2016-09-06 02:34:54,3.78934067695425,39.9993021638363
6126417,2016-09-06 02:39:54,3.78897598586513,39.9991933643326
6126417,2016-09-06 02:44:54,3.78808746765761,39.9990714430426
6126417,2016-09-06 02:49:54,3.78752914553694,39.9988999921941
6126417,2016-09-06 02:54:54,3.7872793794449,39.9988450311654
6126417,2016-09-06 02:59:54,3.78718921523863,39.9985818916018
