"organismID","time","longitude","latitude"
6126386,2021-06-15 03:40:02,1.78844315178509,41.1337318713131
6126386,2021-06-15 03:45:02,1.79262670738393,41.1343154607362
6126386,2021-06-15 03:50:02,1.80905331422433,41.1367720902798
6126386,2021-06-15 03:55:02,1.84162467127553,41.1374348364135
6126386,2021-06-15 04:00:02,1.86804061776137,41.1294013203319
6126386,2021-06-15 04:05:02,1.89886121139834,41.1364329691598
6126386,2021-06-15 04:10:02,1.90858392083979,41.1356010924018
6126386,2021-06-15 04:15:02,1.90926146732039,41.1356097057909
6126386,2021-06-15 04:20:02,1.90906108071368,41.1359184046692
6126386,2021-06-15 04:25:02,1.90967100307196,41.1360185489086
6126386,2021-06-15 04:30:02,1.91013652442416,41.1361688666695
6126386,2021-06-15 04:35:02,1.91039638603875,41.136268610021
6126386,2021-06-15 04:40:02,1.93379563721526,41.1510321794842
6126386,2021-06-15 04:45:02,1.94916956821971,41.1533212051739
6126386,2021-06-15 04:50:02,1.96446306113145,41.1554820177174
6126386,2021-06-15 04:55:02,1.96314,41.15591
6126386,2021-06-15 05:00:02,1.9678,41.15744
6126386,2021-06-15 05:05:02,1.98661814743822,41.1657283628001
6126386,2021-06-15 05:10:02,1.98968,41.16714
6126386,2021-06-15 05:15:02,1.99538,41.17022
6126386,2021-06-15 05:20:02,1.99579,41.17058
6126386,2021-06-15 05:25:02,1.99633,41.17125
6126386,2021-06-15 05:30:02,1.99752,41.17173
6126386,2021-06-15 05:35:02,2.01862837268437,41.19844733678
6126386,2021-06-15 05:40:02,2.05810820732949,41.210051671059
6126386,2021-06-15 05:45:02,2.09638599382789,41.2236688915167
6126386,2021-06-15 05:50:02,2.13006366469861,41.2410638050707
6126386,2021-06-15 05:55:02,2.16523141112095,41.2575238780889
6126386,2021-06-15 06:00:02,2.18574595481227,41.2703459871023
6126386,2021-06-15 06:05:02,2.18650041186616,41.2703427546378
6126386,2021-06-15 06:10:02,2.18499241861647,41.2754881510388
6126386,2021-06-15 06:15:02,2.18465152233824,41.2746042902891
6126386,2021-06-15 06:20:02,2.18537167893254,41.2745703419879
6126386,2021-06-15 06:25:02,2.18614380291685,41.2744807243559
6126386,2021-06-15 06:30:02,2.18686957285069,41.2746672861248
6126386,2021-06-15 06:35:02,2.1877531492011,41.2744517127314
