"organismID","time","longitude","latitude"
6226204,2020-07-02 03:41:37,3.133172,41.81551
6226204,2020-07-02 03:46:37,3.13307710994944,41.815020567112
6226204,2020-07-02 03:51:37,3.13308491214343,41.8143177973566
6226204,2020-07-02 03:56:37,3.13303408716189,41.81745289196
6226204,2020-07-02 04:01:37,3.136202,41.8227
6226204,2020-07-02 04:06:37,3.13113311022079,41.8203287615924
6226204,2020-07-02 04:11:37,3.12282240683345,41.8127320419083
6226204,2020-07-02 04:16:37,3.10188716765008,41.8173948774993
6226204,2020-07-02 04:21:37,3.08542768488004,41.8001348198543
6226204,2020-07-02 04:26:37,3.06732926465794,41.7805920329373
6226204,2020-07-02 04:31:37,3.04499828256733,41.7599616379846
6226204,2020-07-02 04:36:37,3.009038,41.75444
6226204,2020-07-02 04:41:37,2.97561321169846,41.7401858685987
6226204,2020-07-02 04:46:37,2.96556963616995,41.7309653991005
6226204,2020-07-02 04:51:37,2.95737798046891,41.7186209684872
6226204,2020-07-02 04:56:37,2.95163843274251,41.7132185137994
6226204,2020-07-02 05:01:37,2.93134649845911,41.7074715001533
6226204,2020-07-02 05:06:37,2.91739723995144,41.7019206939763
6226204,2020-07-02 05:11:37,2.9044045370584,41.6967988405903
6226204,2020-07-02 05:16:37,2.90486565208587,41.6964510167538
6226204,2020-07-02 05:21:37,2.898225,41.69445
6226204,2020-07-02 05:26:37,2.88862794358615,41.6886467323578
6226204,2020-07-02 05:31:37,2.87924473024477,41.687942945872
6226204,2020-07-02 05:36:37,2.8524425964857,41.6803894080412
6226204,2020-07-02 05:41:37,2.83895214770978,41.6762423679788
6226204,2020-07-02 05:46:37,2.83652667815658,41.6709814677087
6226204,2020-07-02 05:51:37,2.8298369639853,41.6623458976613
6226204,2020-07-02 05:56:37,2.81599676369943,41.6431618780751
6226204,2020-07-02 06:01:37,2.794199546674,41.6269352695529
6226204,2020-07-02 06:06:37,2.77016370618743,41.6094433804585
6226204,2020-07-02 06:11:37,2.77539726730807,41.589937277269
